VIN (1-10),State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,charge_freq
WA1F2AFY1M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,3
WA1F2AFY1N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,6
WA1F2AFY2L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,4
WA1F2AFY2M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,3
WA1F2AFY2N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,4
WA1F2AFY3L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,2
WA1F2AFY3M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,8
WA1F2AFY3N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,5
WA1F2AFY4L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,1
WA1F2AFY4M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,3
WA1F2AFY4N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,6
WA1F2AFY5L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,7
WA1F2AFY5M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,5
WA1F2AFY5N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,6
WA1F2AFY6L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,6
WA1F2AFY6M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,14
WA1F2AFY6N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,1
WA1F2AFY7L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,7
WA1F2AFY7M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,9
WA1F2AFY7N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,3
WA1F2AFY8L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,5
WA1F2AFY8M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,7
WA1F2AFY8N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,4
WA1F2AFY9L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,1
WA1F2AFY9M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,4
WA1F2AFY9N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,3
WA1F2AFYXL,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,3
WA1F2AFYXM,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,12
WA1F2AFYXN,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,6
WA1F2BFY0M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,19,0,1
WA1F2BFY1M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,19,0,1
WA1F2BFY6M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,19,0,3
WA1F2BFY7L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,2
WA1F2BFY8N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,1
WA1F2BFY9M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,19,0,2
WA1F2BFY9N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,1
WA1F2BFYXN,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,1
WA1G2AFY0L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,1
WA1G2AFY0M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,9
WA1G2AFY0N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,3
WA1G2AFY1M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,3
WA1G2AFY1N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,5
WA1G2AFY2L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,1
WA1G2AFY2M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,4
WA1G2AFY2N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,2
WA1G2AFY3L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,1
WA1G2AFY3M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,6
WA1G2AFY3N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,5
WA1G2AFY4M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,1
WA1G2AFY4N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,2
WA1G2AFY5L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,2
WA1G2AFY5M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,2
WA1G2AFY5N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,1
WA1G2AFY6L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,1
WA1G2AFY6M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,6
WA1G2AFY6N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,4
WA1G2AFY7M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,4
WA1G2AFY8M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,1
WA1G2AFY8N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,3
WA1G2AFY9L,Wa,2020,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,20,0,2
WA1G2AFY9M,Wa,2021,Audi,Q5 e,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,18,0,4
WA1G2AFY9N,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,5
WA1G2AFYXN,Wa,2022,Audi,Q5,Plug-In Hybrid Electric Vehicle (Phev),Not Eligible Due To Low Battery Range,23,0,2
WA1G2BFZ0N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1G2BFZ1N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1G2BFZ2N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1G2BFZ5N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1G2BFZ9N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WA1G2BFZXN,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1H2BFZ0N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1H2BFZ1N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WA1H2BFZ2N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WA1H2BFZ3N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1H2BFZ4N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1H2BFZ5N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1H2BFZ7N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1H2BFZ8N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1H2BFZ9N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1J2BFZ0N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1J2BFZ1N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1J2BFZ3N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1J2BFZ5N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1J2BFZ9N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1J2BFZXN,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZ0N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZ2N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZ3N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1L2BFZ4N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZ5N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1L2BFZ7N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZ8N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZ9N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1L2BFZXN,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LAAGE0K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,6
WA1LAAGE0M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,3
WA1LAAGE0N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,13
WA1LAAGE1K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,6
WA1LAAGE1M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,6
WA1LAAGE1N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,7
WA1LAAGE2K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,4
WA1LAAGE2M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,6
WA1LAAGE2N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,13
WA1LAAGE3K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,3
WA1LAAGE3M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,4
WA1LAAGE3N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
WA1LAAGE4K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,4
WA1LAAGE4M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,4
WA1LAAGE4N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,8
WA1LAAGE5K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,8
WA1LAAGE5M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,1
WA1LAAGE5N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,7
WA1LAAGE6K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,3
WA1LAAGE6M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,4
WA1LAAGE6N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WA1LAAGE7K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,7
WA1LAAGE7M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,4
WA1LAAGE7N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,10
WA1LAAGE7P,Wa,2023,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LAAGE8K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,4
WA1LAAGE8M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,2
WA1LAAGE8N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1LAAGE9K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,5
WA1LAAGE9M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,1
WA1LAAGE9N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
WA1LAAGEXK,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,7
WA1LAAGEXN,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
WA1LABGE0K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,2
WA1LABGE0M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1LABGE0N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LABGE1K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,3
WA1LABGE1M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1LABGE1N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LABGE2K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,2
WA1LABGE2M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1LABGE2N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1LABGE3K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,1
WA1LABGE3M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1LABGE4K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,2
WA1LABGE5K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,1
WA1LABGE5M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LABGE6K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,5
WA1LABGE6N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1LABGE7K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,1
WA1LABGE7N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LABGE8M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1LABGE9K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,2
WA1LABGE9M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LABGEXK,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,5
WA1LABGEXM,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1LABGEXN,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1M2BFZ1N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1M2BFZ2N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1M2BFZ4N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1M2BFZ6N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1M2BFZ8N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1M2BFZ9N,Wa,2022,Audi,Q4,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VAAGE0K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,8
WA1VAAGE0M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VAAGE1K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,7
WA1VAAGE1M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,5
WA1VAAGE2K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,16
WA1VAAGE3K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,15
WA1VAAGE3M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1VAAGE4K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,15
WA1VAAGE4M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1VAAGE5K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,10
WA1VAAGE5M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VAAGE6K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,10
WA1VAAGE6M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VAAGE7K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,7
WA1VAAGE7M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
WA1VAAGE8K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,10
WA1VAAGE8M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VAAGE9K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,11
WA1VAAGE9M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,6
WA1VAAGEXK,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,16
WA1VABGE0K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,11
WA1VABGE0M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,2
WA1VABGE0N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,4
WA1VABGE0P,Wa,2023,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VABGE1K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,19
WA1VABGE1M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,2
WA1VABGE1N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,2
WA1VABGE1P,Wa,2023,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VABGE2K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,20
WA1VABGE2M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,2
WA1VABGE2N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VABGE2P,Wa,2023,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,1
WA1VABGE3K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,10
WA1VABGE3M,Wa,2021,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,222,0,1
WA1VABGE3N,Wa,2022,Audi,E-tron,Battery Electric Vehicle (Bev),Eligibility Unknown As Battery Range Has Not Been Researched,0,0,3
WA1VABGE4K,Wa,2019,Audi,E-tron,Battery Electric Vehicle (Bev),Clean Alternative Fuel Vehicle Eligible,204,0,26
